MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HomeAge,HasRemodAdd,GenQual,HasProxArtery,HasProxFeedr,HasProxRRNn,HasProxRRAn,HasProxPosN,HasProxPosA,HasProxRRNe,HasProxRRAe
RL,9800,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,3,PConc,TA,TA,No,ALQ,894,Unf,0,0,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,8,0,NoFireplace,Attchd,Unf,2,TA,TA,Y,256,0,0,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Abnorml,149900,51,0,45,0,0,0,0,0,0,0,0
RM,18386,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2.5Fin,9,Gable,CompShg,CemntBd,CmentBd,3,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,GasA,5,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,8,1,Ex,Attchd,Unf,3,TA,TA,Y,302,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,295000,143,1,84,0,0,0,0,0,0,0,0
RL,10386,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,CemntBd,CmentBd,3,PConc,Gd,TA,No,GLQ,1464,Unf,0,536,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,8,0,NoFireplace,Attchd,Fin,3,TA,TA,Y,168,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,305900,19,1,128,0,0,0,0,0,0,0,0
RL,13474,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,5,Gable,CompShg,HdBoard,Plywood,3,CBlock,Gd,TA,No,ALQ,700,Unf,0,0,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,8,1,TA,Attchd,RFn,3,TA,TA,Y,127,44,224,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,225000,33,1,112,0,1,0,0,0,0,0,0
RM,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,7,Gable,CompShg,MetalSd,MetalSd,2,CBlock,TA,TA,No,Unf,0,Unf,0,319,GasA,3,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,8,0,NoFireplace,NoGarage,NoGarage,0,NoGarage,NoGarage,N,0,144,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,89500,103,1,36,1,0,0,0,0,0,0,0
RL,12342,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,CBlock,TA,TA,No,BLQ,262,Unf,0,599,GasA,5,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,158,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,82500,83,1,36,0,0,0,0,0,0,0,0
RL,12378,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,GasA,5,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,8,3,Ex,Attchd,Fin,3,TA,TA,Y,208,175,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,360000,20,1,180,0,0,0,0,0,0,0,0
RL,7685,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,HdBoard,HdBoard,3,PConc,Gd,TA,No,ALQ,518,Unf,0,179,GasA,4,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,190,63,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,165600,30,1,72,0,0,0,0,0,0,0,0
RL,8000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,4,CBlock,TA,TA,No,ALQ,680,Unf,0,292,GasA,5,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,8,1,Gd,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,132000,75,1,54,0,0,0,0,0,0,0,0
RM,7800,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,2fmCon,1.5Fin,7,Gable,CompShg,MetalSd,MetalSd,3,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,GasA,3,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,8,1,Gd,Detchd,Unf,2,TA,TA,Y,0,0,0,0,271,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,119900,84,1,45,1,0,0,0,0,0,0,0
RL,215245,Pave,NoAlley,IR3,Low,AllPub,Inside,Sev,Timber,1Fam,1Story,5,Hip,CompShg,BrkFace,BrkFace,3,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,GasW,3,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,8,2,Gd,Attchd,RFn,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,375000,58,0,63,0,0,0,0,0,0,0,0
RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,3,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,GasA,5,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,8,1,Gd,Detchd,Unf,2,Fa,TA,Y,0,0,234,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,178000,98,1,105,0,0,0,0,0,0,0,0
RL,7795,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,425,Unf,0,291,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,8,1,Gd,Attchd,Fin,2,TA,TA,Y,100,51,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,188500,19,1,112,0,0,0,0,0,0,0,0
RL,13005,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1Fam,2Story,7,Gable,CompShg,CemntBd,CmentBd,3,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,GasA,3,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,288,195,0,0,0,0,NoPool,GdPrv,NoMiscFeature,0,WD,Normal,260000,43,0,140,0,0,0,0,0,0,0,0
FV,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,GasA,5,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,8,1,Gd,Attchd,RFn,3,TA,TA,Y,208,46,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,270000,17,0,128,0,0,0,0,0,0,0,0
RL,9900,Pave,NoAlley,Reg,Low,AllPub,Inside,Mod,NoRidge,1Fam,2Story,5,Gable,CompShg,HdBoard,HdBoard,3,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,GasA,5,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,8,1,TA,Attchd,RFn,3,TA,TA,Y,340,60,144,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,260000,30,0,112,0,0,0,0,0,0,0,0
RL,14115,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,5,Gable,CompShg,Plywood,Plywood,3,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,GasA,3,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,8,2,TA,Attchd,Unf,2,TA,TA,Y,233,48,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,187500,43,0,63,0,0,0,0,0,0,0,0
RL,16259,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,8,0,NoFireplace,Attchd,RFn,3,TA,TA,Y,240,154,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,342643,17,0,108,0,0,0,0,0,0,0,0
RL,12099,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,GasA,5,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,8,1,Gd,BuiltIn,Fin,3,TA,TA,Y,184,154,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,354000,19,0,128,0,0,0,0,0,0,0,0
RL,10380,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,5,Gable,CompShg,Plywood,Plywood,3,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,GasA,5,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,8,1,TA,Attchd,Fin,2,TA,TA,Y,201,96,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,301000,37,1,112,0,0,0,0,0,0,0,0
RM,5820,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,4,CBlock,TA,TA,No,ALQ,256,Unf,0,906,GasA,5,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,8,0,NoFireplace,Attchd,Unf,1,Fa,TA,Y,142,98,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,126175,68,1,27,0,0,0,0,0,0,0,0
RL,11275,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,SLvl,7,Mansard,WdShake,Wd Sdng,Wd Sdng,4,CBlock,Gd,TA,No,Unf,0,Unf,0,710,GasA,5,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,8,1,Gd,BuiltIn,Fin,2,TA,TA,Y,240,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,242000,56,1,112,0,0,0,0,1,0,0,0
RM,5000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Unf,6,Gable,CompShg,MetalSd,MetalSd,3,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,GasA,1,N,FuseF,803,0,0,803,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,244,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,87000,82,1,45,0,0,0,0,0,0,0,1
RL,10846,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,TwnhsE,1Story,5,Gable,CompShg,BrkFace,BrkFace,3,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,GasA,5,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,8,2,Gd,Attchd,Fin,2,TA,TA,Y,122,30,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,Con,Normal,324000,30,0,128,0,0,0,0,0,0,0,0
RL,11600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,Rec,565,Unf,0,818,GasA,3,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,8,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,45,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,145250,63,0,54,0,0,0,0,0,0,0,0
RL,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,1Fam,2.5Unf,6,Gable,CompShg,Wd Sdng,Wd Shng,3,BrkTil,TA,TA,No,Unf,0,Unf,0,844,GasA,4,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,60,268,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,214500,107,1,72,0,0,0,0,1,0,0,0
RM,6402,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,2Story,5,Gable,CompShg,Wd Sdng,Wd Shng,3,PConc,TA,TA,Mn,Unf,0,Unf,0,596,GasA,3,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,8,0,NoFireplace,Detchd,Unf,1,Fa,Fa,N,0,0,137,0,0,0,NoPool,GdWo,NoMiscFeature,0,WD,Normal,78000,103,1,45,0,0,0,0,0,0,0,0
RL,10624,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Duplex,1Story,4,Gable,CompShg,HdBoard,HdBoard,3,CBlock,TA,TA,No,GLQ,40,Rec,264,1424,GasA,3,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,8,0,NoFireplace,Detchd,Unf,1,TA,TA,Y,155,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,119000,59,0,45,0,0,0,0,0,0,0,0
RL,8176,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,Rec,846,Unf,0,210,GasA,2,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,8,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,139000,65,1,45,0,0,0,0,0,0,0,0
RL,10655,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,GLQ,1124,Unf,479,1603,GasA,5,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,8,1,Gd,Attchd,RFn,3,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,284000,20,1,128,0,0,0,0,0,0,0,0
RM,8198,Pave,NoAlley,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,TwnhsE,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,192,30,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,207000,19,0,112,0,0,0,0,0,0,0,0
RL,9042,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,GasA,4,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,8,2,TA,Attchd,Fin,2,TA,TA,Y,100,38,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,192000,25,0,54,0,0,0,0,0,0,0,0
RL,164660,Grvl,NoAlley,IR1,HLS,AllPub,Corner,Sev,Timber,2fmCon,1.5Fin,6,Gable,CompShg,Plywood,Plywood,3,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,GasA,5,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,8,2,Gd,Attchd,Fin,2,TA,TA,Y,670,0,0,0,0,0,NoPool,NoFence,Shed,700,WD,Normal,228950,58,0,45,0,0,0,0,0,0,0,0
RL,14157,Pave,NoAlley,IR1,HLS,AllPub,Corner,Gtl,StoneBr,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,3,PConc,Ex,TA,Gd,GLQ,1249,Unf,0,673,GasA,5,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,8,1,Gd,Attchd,Fin,3,TA,TA,Y,178,51,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,377426,18,1,144,0,0,0,0,0,0,0,0
RL,9135,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,GasA,5,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,192,74,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,214000,21,1,112,0,0,0,0,0,0,0,0
RL,14145,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,1Fam,1Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,Gd,TA,Mn,ALQ,213,Unf,0,995,GasA,5,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,108,45,0,0,0,0,NoPool,NoFence,Shed,400,WD,Normal,202500,39,1,112,0,0,0,0,0,0,0,0
RL,12400,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,Hip,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,Fa,No,Rec,585,Unf,0,630,GasA,3,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,8,0,NoFireplace,Attchd,Unf,1,TA,TA,Y,0,0,0,0,234,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,155000,65,1,54,0,1,0,0,0,0,0,0
RL,14191,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Timber,1Fam,2Story,5,Gable,CompShg,VinylSd,VinylSd,3,PConc,Gd,TA,No,Unf,0,Unf,0,967,GasA,5,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,8,0,NoFireplace,Attchd,Fin,2,TA,TA,Y,135,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,202900,21,0,128,0,0,0,0,0,0,0,0
RH,8400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,4,Gable,CompShg,Wd Sdng,AsbShng,2,CBlock,TA,Fa,No,Unf,0,Unf,0,721,GasA,4,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,8,0,NoFireplace,CarPort,Unf,1,TA,TA,N,250,0,24,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,82000,73,0,24,0,1,0,0,0,0,0,0
RL,8544,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Duplex,1Story,4,Gable,CompShg,Stucco,Stucco,3,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,NoBsmt,0,0,Wall,2,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,87500,74,1,27,0,0,0,0,0,0,0,0
RL,8849,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,5,Hip,CompShg,MetalSd,MetalSd,3,PConc,Ex,TA,No,GLQ,28,Unf,0,1656,GasA,5,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,8,1,Ex,Attchd,RFn,2,TA,TA,Y,495,72,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,266000,18,0,225,0,0,0,0,0,0,0,0
RM,2592,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,TwnhsE,2Story,3,Gable,CompShg,CemntBd,CmentBd,3,CBlock,Gd,TA,No,Rec,129,BLQ,232,175,GasA,3,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,8,0,NoFireplace,Attchd,Unf,1,TA,TA,Y,182,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,85000,47,0,45,0,0,0,0,0,0,0,0
RL,6435,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,3,BrkTil,TA,TA,No,Unf,0,Unf,0,972,GasA,4,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,8,1,Gd,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,140200,84,1,36,0,0,0,1,0,0,0,0
RL,12772,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,1Fam,1Story,8,Hip,CompShg,MetalSd,MetalSd,4,CBlock,TA,TA,Mn,BLQ,498,Unf,0,460,GasA,3,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,8,0,NoFireplace,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,Gar2,15500,WD,Normal,151500,63,1,54,0,0,0,0,0,0,0,0
RL,17600,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,3,CBlock,TA,TA,No,BLQ,1270,Unf,0,208,GasA,5,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,8,2,Gd,Attchd,Unf,2,TA,TA,Y,0,40,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,157500,63,0,54,0,0,0,0,0,0,0,0
RL,2448,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Twnhs,2Story,5,Gable,CompShg,VinylSd,Wd Shng,3,PConc,Gd,TA,No,GLQ,573,Unf,0,191,GasA,5,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,8,0,NoFireplace,BuiltIn,RFn,2,TA,TA,Y,0,27,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,154000,20,1,112,0,0,0,0,0,0,0,0
RL,20431,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,5,Hip,CompShg,CemntBd,CmentBd,3,PConc,Ex,TA,No,GLQ,1410,Unf,0,438,GasA,5,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,8,2,Ex,Attchd,Fin,3,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,437154,18,1,225,0,0,0,0,0,0,0,0
RL,7820,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,5,Hip,CompShg,MetalSd,MetalSd,3,PConc,Ex,TA,No,Unf,0,Unf,0,1869,GasA,5,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,8,1,Gd,Attchd,RFn,2,TA,TA,Y,210,54,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,New,Partial,318061,16,0,225,0,0,0,0,0,0,0,0
RL,5271,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,ClearCr,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,3,PConc,Gd,TA,Gd,GLQ,1082,Unf,0,371,GasA,4,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,8,1,TA,Attchd,RFn,2,TA,TA,Y,0,80,0,0,184,0,NoPool,NoFence,NoMiscFeature,0,WD,Abnorml,190000,37,0,84,0,0,0,0,0,0,0,0
RL,9084,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,VinylSd,3,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,0,GasA,3,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,8,0,NoFireplace,Detchd,Unf,1,TA,Fa,Y,48,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,ConLw,Normal,95000,82,1,45,1,0,0,0,0,0,0,0
RM,8520,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,4,BrkTil,TA,TA,No,Unf,0,Unf,0,624,GasA,4,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,8,0,NoFireplace,Detchd,Unf,2,TA,TA,Y,106,0,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,105900,95,1,54,0,0,0,0,0,0,0,0
RL,8400,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,MetalSd,3,CBlock,TA,TA,No,LwQ,388,Unf,0,552,GasA,5,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,8,2,Gd,Attchd,Unf,1,TA,TA,Y,0,0,108,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,140000,83,1,54,0,0,0,0,0,0,0,0
RL,11249,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,4,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,GasA,5,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,0,26,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,177500,28,0,96,0,0,0,0,0,0,0,0
RL,9248,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,3,PConc,Gd,TA,No,GLQ,560,Unf,0,598,GasA,4,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,8,0,NoFireplace,Attchd,RFn,2,TA,TA,Y,120,26,0,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Normal,173000,31,0,72,0,0,0,0,0,0,0,0
RM,4224,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,TwnhsE,1Story,5,Gable,CompShg,CemntBd,CmentBd,3,PConc,Gd,TA,No,ALQ,874,Unf,0,268,GasA,3,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,8,1,Po,Attchd,Fin,2,TA,TA,Y,536,90,0,0,0,0,NoPool,MnPrv,NoMiscFeature,0,WD,Normal,134000,47,0,45,0,0,0,0,0,0,0,0
RL,6930,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,SLvl,4,Hip,CompShg,Wd Sdng,ImStucc,3,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,GasA,5,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,6,0,NoFireplace,BuiltIn,Unf,1,TA,TA,Y,168,0,294,0,0,0,NoPool,NoFence,NoMiscFeature,0,WD,Abnorml,130000,65,0,60,0,0,0,0,0,0,0,0
